,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24,M_25,M_26,M_27,M_28,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_38,M_39,M_40,M_41
E3.48.3399,0.5680181828873622,0.7057113511221316,0.6569072674514624,0.35457566073044133,0.373538013631475,0.5153495222261408,0.20669663871048297,0.6168622837553001,0.681090632874774,0.42399272016476663,0.7541613202242494,0.29698450444744195,0.788031958120423,0.5109817802395868,0.719870087249525,0.5930735765204193,0.9102910599665044,0.17163551847758085,0.5134462275637438,0.0628855419470586,0.5349669736263802,0.2790324364589628,0.3503014935209176,0.44035302653988734,0.37367150608141675,0.7783745219047725,0.599532522040764,0.7374688445374299,0.9908239585748233,0.7721608388311081,0.7237361862864841,0.3160517603682959,0.39893761418827073,0.3955198826259096,0.3912532272719689,0.21755342836249078,0.29996453881405155,0.3224531271921969,0.31040052638766763,0.3433378103447892
E3.48.3400,0.6659343240576734,0.8487157287028461,0.7094886325045786,0.3559786069428267,0.4368244069066887,0.5916986093013177,0.17923238114606282,0.2994096846300005,0.4819173642753909,0.5759624301434614,0.18690272990456142,0.29164541263148425,0.8014721381976816,0.32830254108568946,1.059359424818829,0.6728630034772443,0.6969526825912776,0.3872795398062545,0.39311360149105773,0.08668071316636536,0.7661751631178616,0.8259099880795122,0.37499177083887253,0.3208675554998663,0.4133450816645746,1.1184524117934296,0.6656025657352017,0.8063625520658206,1.0430230414481532,0.8367415693613097,0.588707186705599,0.3493756896941692,0.31360570186603065,0.24588307001511167,0.11086966984132372,0.21204554462088493,0.17722791684821365,0.3699560196101039,0.2889196466912779,0.12220240225608997
E3.48.3401,0.9262459504376567,0.8200881725622424,0.7517828711547533,0.4315034471783804,0.21355841856969654,0.5409466683677872,0.273066967927459,0.3815492842860996,0.4996819968324807,0.4220483678735814,0.9153477969045101,0.6688450830721107,0.8284023057085353,0.3964820795784471,0.8848789057729876,0.5595320140774107,1.0136898733405157,0.344916529267362,0.3214231832779568,0.03334919685537752,0.19208456746272212,0.22185492157006764,0.1552091823646519,0.4964804414443401,0.37415317509666896,0.7331491280299203,0.5736412606710373,0.7670752578567421,1.0204998168363502,0.4218252413954041,0.4355899174274973,0.3304050777275359,0.3184557982388784,0.16916565955297136,0.6053940717804587,0.4239025686057569,0.738008740931635,0.31467920821179357,0.3995145170189248,0.08157089744040177
E3.48.3402,0.6340820432238524,0.6935814706837077,0.6568801922093757,0.3856131675244081,0.3077047491177545,0.28410992024294374,0.18400148716290837,0.5473580175710175,0.6770461621572652,0.39908409772631526,0.23879186924358176,0.2785694381233611,0.9034619859237116,0.40045007061279747,0.5195444066583256,0.6557993896232692,1.063418700826691,0.2093324373406219,0.5152904092150669,0.0762021072857731,0.720790659297103,0.12069484620914966,0.12489418408142565,0.2966800453060618,0.3963607933006798,0.7283163923453161,0.7332499957341148,0.4857425020628562,1.0909429486891473,0.7710501143746284,0.3036528573949907,0.32143535157573044,0.38077784694457684,0.5899817912884195,0.7660575651326427,0.5719847652953903,0.7390801557018591,0.37595272609174246,0.41765648103852365,0.4343741947063355
E3.49.3403,0.7719468595531527,0.913600492197236,0.7354241287237077,0.3633125935674489,0.47096345530249234,0.6238928724098814,0.27828593220723463,0.3422001225403349,0.5702008354077426,0.625715377633844,0.23013570134314487,0.22280644782806336,0.866758980685314,0.2783480030560962,1.013039822270445,0.5719001753255555,1.0007219970033978,0.39790358971070083,0.31952040581599944,0.013202022424724428,0.22132602955998754,0.11844898306658282,0.433184297388722,0.3387969642625656,0.24641829129899184,1.1555322445161824,0.8865881625814673,0.8143028334047221,0.71983475460412,0.8428650864361438,0.14966070394699355,0.3544639122963459,0.6913579125854632,0.1227403307143922,0.2629708614551376,0.5325929565565551,0.5664528790049197,0.31775488358782217,0.535367660493347,0.0794611687697158
E3.49.3405,0.5408589387585832,0.9472946659914737,0.6909900644895179,0.2523537410736984,0.32378939957469144,0.4717603937374166,0.23958240375424872,0.40766632336014225,0.646401842819852,0.6296944416996271,0.08137426953744223,0.4327978760712443,0.910008139805392,0.5678230552646665,0.8819472625757895,0.9264727281296583,0.9854367603590419,0.266771844971756,0.1314452118320046,0.08379959318153733,0.20653804230731826,0.7263315645538557,0.3703495700556497,0.32715529432184426,0.4359988249269832,1.1262788142968954,0.7190943596359578,0.7622363768440918,1.134140196277944,0.8298569108030396,0.5257680565643162,0.3514438712845473,0.3209782562560918,0.13276719668325165,0.2126619492649269,0.3721004118301519,0.20667808320018038,0.34226043382390936,0.3563497725608973,0.12274467003000383
E3.49.3406,0.7608466356525321,0.8549013364896578,0.5728450702248273,0.1729988332086144,0.11438049700580673,0.6676897475670247,0.1843666677595735,0.6035144291926855,0.6697675435048733,0.4418923664476952,0.36167250893952707,0.41010908190813716,1.0339244730901163,0.4467872164659946,0.8947084529436408,0.6996284428669858,1.1438768294973471,0.2926444089717391,0.6470025413659652,0.05691816273491024,0.10105620581348626,0.3212788295183643,0.23939992893555603,0.44162177310837464,0.3190737108165675,1.0104079061501487,0.6333005661816453,0.8716184342918184,0.9964514715000881,0.9326555363685624,0.41653822320830003,0.3677254799894173,0.6507266175885249,0.2509971524386807,0.17759984031007436,0.10437087012041882,0.22381249849528312,0.07949342341320144,0.37726547911423197,0.45413260085475443
E3.49.3407,0.9856868933857662,0.7314375224410661,0.7301176320493874,0.32479586006513883,0.16238420121722028,0.6476638747691652,0.16102288339537543,0.29245382096695,0.11498675100507347,0.576355261496767,0.2539121776140118,0.40081911257454245,1.2382386055293573,0.35157958356938873,1.1067495375800749,0.9089333013039869,1.0591218895915608,0.39712980053576896,0.4185187661836269,0.05113804327418634,0.056466311716999035,0.05825252246360213,0.13369713490392054,0.3956885647781761,0.4285032805140989,1.1118793044910038,0.6984131631403414,0.8535556456346383,1.2498062593510908,0.8587558156584884,0.6212603090445372,0.13833207639395076,0.10100873687649042,0.09766448708488332,0.5279799316694869,0.5284916238493992,0.44991755638240016,0.10404889843176454,0.5921098418265408,0.0811201000430194
E3.49.3408,0.6888728567987535,0.7027955705541776,0.7667361452569929,0.24821417187476685,0.26514232260145965,0.6120097300143629,0.1938338566721532,0.7175149406159169,0.713681943978612,0.6327073961653534,0.7541622727038693,0.2020740592258824,1.0801162056467117,0.48743718973983163,1.2165703583740015,0.5937170897836587,0.6814358722575113,0.4185552066180091,0.36299021266584963,0.02376834906389428,0.09781935510930762,0.6644400773204239,0.13151556312782356,0.4181243109120171,0.2738396637364248,1.0313528306386344,0.82310443839256,0.5308089256350108,1.1402699533877296,0.9381807325941893,0.11836374830823726,0.1353638861100363,0.31313429440378293,0.6021220872526692,0.25313248978547664,0.18031226167147557,0.16397983544157807,0.0718219396102246,0.5240832337134964,0.22589239479320608
E3.49.3409,0.6156036055535576,0.874375072089677,0.6695937921630752,0.3464547085017614,0.3447863413573392,0.24079043566898078,0.2733527493315853,0.5267106810075273,0.1640934510894194,0.43220855874225883,0.797772776221027,0.2609341676878384,0.7636989600780418,0.42777736480829864,0.7524302007866526,0.6464767162578358,1.0107315268994246,0.3730386579039917,0.595820879814211,0.05995173090159651,0.3948620787241206,0.31442396997798716,0.39729821601773746,0.340923680697665,0.4314019763092313,0.972531564574636,0.7531673207831235,0.7796203471479497,0.9093160745682829,0.8501799236376468,0.29915574355605135,0.34361139682498065,0.7012575364385958,0.09647342103530317,0.11457053240098979,0.5998129017662849,0.6499638883162545,0.35000562063149243,0.1323007564011199,0.3925184134682184
E3.49.3410,0.8858750057588939,0.6902127861554901,0.6438733117467463,0.2994936034500338,0.22715577281512975,0.46145207318473735,0.1427653746897003,0.32332019466716494,0.37727740830842565,0.6223589754591192,0.349840764973727,0.4666931984823034,0.904369714658152,0.21981006398680178,1.040802733481387,0.7423785878892519,0.9419486299332445,0.3812052016016264,0.21812077029495575,0.020579581022724804,0.5383332703055564,0.1470936252317073,0.4077569387566058,0.4769977729099871,0.42574889130237514,1.0745277848837942,0.46590717761637507,0.6438022555647132,0.9654743278198498,0.7820609743074236,0.6519134106160251,0.3042640241004866,0.56765965969922,0.23620378783636914,0.6701502713174989,0.08645861318890205,0.2706766071470289,0.2997778690648418,0.6893823687462494,0.3362753915105501
E3.49.3411,0.5929602302614996,0.9191816649439398,0.7187622509467845,0.3738653464164883,0.30617748898609953,0.5051596080732002,0.26831461427665965,0.3103665351595051,0.3177215793686665,0.3606326822706517,0.547048749002668,0.27260608345126663,0.8634339719906672,0.28611622213778853,0.72744323127309,0.5515199941400877,1.0033632244232433,0.38340657562508323,0.4858692582438213,0.022214629646790423,0.26315195807450426,0.31521328853992,0.40604917411604224,0.4011309895795802,0.41489002020701304,0.6322489511475576,0.8357713185967502,0.8579254007790056,0.7790524919881217,0.7851925392004002,0.5564563701170184,0.09875290136970352,0.7632966838630014,0.3387678306228102,0.6794975114358551,0.4102950595732312,0.12251205065747726,0.3473451454205693,0.801781742480152,0.37450566805044694
E3.50.3412,0.7677878989323881,0.8538373014105088,0.6243871731332311,0.16685385626250948,0.300106907991527,0.5508114981632724,0.16310687543822971,0.1545753006217825,0.7616732208793529,0.3697911582095227,0.21561667586631436,0.2686797495219997,1.0096550247872478,0.46345838501087383,0.4619397406125349,0.6505253151724394,1.1242182070710562,0.3426136447523485,0.12814371732976307,0.05755075240729234,0.46736282558594644,0.5478403619381425,0.16438740039638225,0.47583842484066796,0.3109307464115506,0.782208031898755,0.7086926506152424,0.997407001487403,1.0148365400761212,0.37796027503178725,0.7878412288805057,0.3932253060135985,0.23504105314995505,0.4295698867415073,0.4391335021757923,0.6998274310354519,0.6372849517937581,0.3845539624932425,0.2540027061136102,0.4567222905005933
E3.50.3413,1.0355895420662051,0.7917630751585176,0.7370558349812252,0.344401542124918,0.26473382658414213,0.6661298554634081,0.12800103473654562,0.2359425576994473,0.6580569394023021,0.28011372491719677,0.5282045294041987,0.2191620698624779,0.9935333537683098,0.45718417402927336,0.4569911320743345,0.6465423710062014,1.1146107119272641,0.43811434061996396,0.3593499976804521,0.12086263457546363,0.3416951720517814,0.7002052769789511,0.15065918219604468,0.43075263249279516,0.29735180447119225,0.742490078878975,0.6876686021810479,0.5878894321442163,1.264585413929607,0.8990491267697349,0.3106245738426423,0.3930550087498635,0.3995649862705719,0.6154870263910558,0.2878265724076691,0.3743033625762033,0.15692614302844618,0.40626953230790197,0.4004192801102699,0.07683166244321335
E3.50.3414,0.7558528455144378,1.0019178955703527,0.506476732615118,0.1967702459486039,0.4051252167924168,0.5068548254373335,0.1401686070547551,0.05369218584032957,0.5057458468455469,0.35125826708694513,0.45518111748927265,0.27153714982589383,0.9111988953866458,0.5225712841925498,0.7684407517776624,0.713124567279913,0.7779218685615938,0.43424918771033594,0.21449767670196523,0.04569422845881487,0.6163620375663399,0.2050123984846744,0.39341376052459487,0.44702569422718186,0.4629990363094537,1.0196556470508917,0.552628993532058,0.789960240552236,1.1886401847492385,0.8375086992628619,0.5397529076552797,0.3504353631694711,0.5968345994293958,0.1782636991078422,0.22181327872407924,0.6539079304722879,0.5481039274728494,0.3579349322390625,0.2716414403442533,0.22982257240791648
E3.50.3415,0.6862158908020832,0.7681626001120484,0.6997248022826491,0.32102896856718444,0.09898061655174244,0.6286297119609604,0.10681457279221591,0.3592809952370373,0.4236955373318472,0.3689124341160872,0.8273774762796773,0.3204739664138381,0.7922388840487823,0.5830779438105502,0.6885252443233987,0.7300992200488766,0.7343296618440223,0.37900063853755267,0.19125217480130258,0.10263298818644294,0.616836358794117,0.4409054925620436,0.3953901025165056,0.2412222515827525,0.28751267117691615,0.9020044891686766,0.5381843287941339,0.8125713359234659,0.8716302760869615,0.8561894488219175,0.6962446861066602,0.14941162200732525,0.5265703911597344,0.4302805832315792,0.7615837987070069,0.32683232639952103,0.18129952985651512,0.3911376298794508,0.38864333579547794,0.3750947191890088
E3.50.3416,0.9772073374546785,0.8849547067166819,0.6857926215024716,0.3284565538166204,0.48708298801017164,0.5017191336300222,0.11948616527889387,0.012348837409647184,0.5055696317933445,0.36994169856510195,0.4439622739218828,0.21485470927882616,0.7383542061010878,0.47682332616645934,0.7175575022146805,0.5936948251266401,1.0124324755704261,0.3485694283083796,0.6590888688625961,0.050614752351649375,0.3597363618692265,0.36908218555324157,0.11772321284898851,0.5078550423809357,0.4000955535448474,0.9860764948576648,0.7924076509809794,0.33200855750912045,1.0237493322966775,0.8346621648756947,0.4470807330597816,0.3276778998934422,0.5287115669873084,0.7145754342297568,0.41202493611194024,0.10571740896394963,0.7324051151255204,0.34329438365874904,0.46815599521305795,0.06844837853285556
E3.50.3417,0.59377741160504,0.7263629404123743,0.49850205234573575,0.12236448142999905,0.30821357616224926,0.5878015324907967,0.1856419506711893,0.5589131225466127,0.17601332383263274,0.2596165019713386,0.798479679282267,0.24261581111000424,0.9473499784553665,0.4573810399959971,0.8096744403128332,0.5998752335961274,1.0543821526451942,0.3320780015947414,0.31054288467731994,0.07327217487273818,0.09460371283633136,0.7006671062439973,0.12417081341123826,0.37701771755364705,0.3989879789322979,0.9660302114447676,0.678082973007895,0.8234415925861637,1.067806867536188,0.8213305915818493,0.45166269256389274,0.16146152447647347,0.32878414111840626,0.281581574102554,0.5611403993600033,0.618580769913003,0.48788244623117105,0.19055868923007646,0.590443545829336,0.6329073741880695
E3.51.3421,0.5826879650163708,0.9479109599971652,0.7337768859034409,0.39295111852203557,0.22023456207271908,0.4138246283467703,0.17820529469040747,0.6090268233075978,0.7926333341054228,0.33963944407990243,0.5931926011349344,0.21314137268434155,1.1192689968939638,0.404833405387109,0.5612307765854643,0.6026698818464741,0.7695295541109788,0.23843914896103285,0.1302151811603109,0.05003574485081765,0.6693441618766989,0.14154491086170995,0.3969345592909642,0.35234243512347585,0.25083221041552733,0.709773329161459,0.6815433487477458,0.37695173316509106,0.9789383058377468,0.8475592478578947,0.6513218788168668,0.1747268907640593,0.6065398895148509,0.700994424376872,0.7146669816768978,0.26230517526850894,0.602622400331919,0.23031222199244136,0.6393970495650524,0.11790403429490845
E3.51.3422,0.6871482322154467,0.8850061730333395,0.5917736947158683,0.27952998322587214,0.2733288318654153,0.6338580378476742,0.1548416326913681,0.3165078938217686,0.3237187056687989,0.45783053612307245,0.2323450093072698,0.23851108708751595,0.8332461409009555,0.45536159717251573,0.6162533034986427,0.7257605384335644,0.7972565826745761,0.11921591848130846,0.8068937157233371,0.10325988956954306,0.5171543183460265,0.842408617270665,0.14570292368230364,0.3105115247462419,0.5179708324572746,1.009073963478337,0.5701596420578223,0.3656485952904207,1.0905573664642105,0.9701379481894465,0.3036381502953146,0.4103511384026833,0.3666410720271577,0.3110630413212211,0.696975719364986,0.4739094953086697,0.5558652897070392,0.41761574725358097,0.5062001131027458,0.08676632718999774
E3.51.3423,0.614056007243108,0.9153569813061072,0.5125498892011002,0.10280944061534356,0.3235880131825674,0.602003775107673,0.16267959713102573,0.5475520352970132,0.21399466385878785,0.5808617305801719,0.9526548572415527,0.25971884986045535,0.9221632622906266,0.4223320951397025,1.0666753086501046,0.5696664953312689,1.0693071734972295,0.3915511700688975,0.34109339580146697,0.05462810636464123,0.4696755527113352,0.44336939766369576,0.3840940346600472,0.454024962858507,0.41903601939307533,1.0868630772523082,0.7577454884926843,0.373492887233059,1.0394200919463557,0.8191649836845474,0.209018116850619,0.20419253004304366,0.4692411202255383,0.4037639698063813,0.12783833327384078,0.11002404976257003,0.1719278404183991,0.34057767770515746,0.671534805270844,0.4197490691966163
E3.51.3426,0.9655457363244646,0.7811541847626953,0.5329203266159513,0.15469458574946776,0.33987264597649197,0.5966048284825793,0.22505712460843796,0.2693077317814777,0.6206186407816622,0.45163666155240767,0.6846508391042497,0.24311136545198164,0.7952705122575795,0.4097587322927489,0.6861866785580111,0.46755122678572236,0.6596091321748991,0.37944809761007825,0.7771866675103513,0.026898050507195084,0.6939803752282204,0.0784160320812743,0.4459244689091114,0.40649770820523456,0.471661951410895,1.0338709560662853,0.627901530831327,0.2839255300703774,1.0510512631540034,0.8490319194685115,0.07709267402764437,0.36136799869493985,0.7014402867825018,0.4706362500548401,0.4923747991166249,0.5567826418980308,0.6459763297555121,0.32529296127814755,0.29380134948505643,0.0658888149329204
E3.52.3428,0.951611662824067,0.7878422139423022,0.5205762083936044,0.13047092928422474,0.14577720227567928,0.5387425573751357,0.18245468279795804,0.697494407023036,0.3853884830483289,0.43305931827932737,0.22277267143022222,0.17369418662741754,1.0191736193950942,0.3613597914098077,0.5362226188262627,0.6406689859430315,0.9260404104036466,0.3813061151893318,0.3269474030664745,0.1081075739390899,0.4214032284565908,0.8120015184989448,0.3884954158371345,0.5045635581509937,0.426519331764199,0.6733223784988547,0.8121551209087586,0.452497655301721,1.1355704977975245,0.8252348063265136,0.7461421717553264,0.3524162824921245,0.23145827131687452,0.3472167243246239,0.26369964582965794,0.5508807114623452,0.4720806578107097,0.3886557333317161,0.5528159802251875,0.17316072965963175
E3.52.3429,0.7321183109733969,0.8755115434611376,0.47807286205963345,0.1872097418238159,0.4584681732790234,0.5116779495229362,0.14029522257191038,0.5015417219754658,0.6256666323314034,0.41004962515978255,0.5584822210790618,0.21903855509121378,0.8905099854427376,0.601039496632224,0.6495992520603074,0.6583684518646176,1.0340586506971716,0.3940599588926696,0.1576687019600663,0.11141970837457396,0.7028454659441634,0.43489232691047974,0.37427429520968203,0.3790597159378928,0.24136609608152798,0.9094537032151581,0.6548155358754928,0.7937007468437141,0.9161106044530781,0.7764988527543759,0.6173789526255895,0.3390729611512362,0.33837068901783707,0.5346075844673638,0.16710006038256078,0.1602763514960073,0.34776142927214715,0.38558535028582686,0.3230723523038699,0.40889790499586187
E3.52.3430,0.8919839728887892,0.9228502432753855,0.6332426883750448,0.3114643557764606,0.47554005036109315,0.49737804318759476,0.13605284285474,0.06471459389960107,0.6133510859677089,0.29857701219237287,0.9113839246299333,0.173227463287653,1.0893481939201568,0.33517639114923437,0.5537862253599373,0.5086275878530294,0.7150062881363957,0.3616781136693064,0.57807844152755,0.04323767282753259,0.11688791681622697,0.19990954377435144,0.3658170202229024,0.4598363636979272,0.3775400021429147,0.6260097394798129,0.72952958853292,0.7001654896688301,1.0862649167741627,0.7399983669291796,0.6128848825415878,0.32429634318011064,0.36196703362541005,0.7315698767975289,0.15261887057061707,0.6133389944246057,0.7078854264368902,0.3107326996455123,0.6116845947955024,0.05635348745329064
E3.52.3431,0.903254264931931,0.7878084222692618,0.6466894191341117,0.30610989329941996,0.1481101848949936,0.4707012591511676,0.0740129666983724,0.3776936408637032,0.0877329014418103,0.40761931453652245,0.7008976530273181,0.19539900269256,1.0198052232166708,0.41735225520604735,0.8181740229642115,0.5372093667566804,1.0212986427636501,0.3349031827360327,0.3888782508089471,0.0601603182376158,0.5971314067542409,0.12965147868042975,0.36565107041807626,0.26607604200424434,0.3963538113526934,1.0410491601404464,0.6509409431723554,0.6674040743223548,1.0425358516457048,0.7847928395522193,0.11956807644656418,0.32894539356625235,0.5666176509855767,0.7043088724671625,0.19604838538888486,0.35726030685700494,0.252578495575157,0.33641781517717834,0.7661127400394914,0.7267444866601517
E3.52.3432,0.9079863961147304,0.756376920430917,0.6712248194455638,0.32000157799111867,0.19385534555311956,0.5140778844236972,0.11180989846043782,0.17555652299993327,0.2934146815767479,0.338238819496956,0.7162759097116984,0.18163189249996023,0.9232434878474973,0.5355405691855178,0.6442931715633731,0.5344907719427502,0.9747394254525285,0.28006040344492233,0.1925248358924065,0.11645068770190907,0.3943379030747541,0.5510059177724671,0.3664850186827798,0.3291544351830351,0.39532071345596886,0.9484349916580208,0.7206757332673404,0.7780614813897972,0.7094395045209119,0.7867476087609673,0.8450602227373905,0.33124771683566673,0.6260908674723799,0.35222879575538224,0.21228600464709313,0.5501275385678983,0.7493162645262678,0.3665562811078087,0.49718898574177306,0.10843903315932144
E3.52.3433,0.8868508986474042,0.8291566034021394,0.65592322203721,0.3388691809304043,0.38774565193832145,0.5310461186260426,0.23562667003659316,0.2671733997478414,0.506454280482854,0.5824342707257428,0.6056742139313939,0.20431250908269316,0.7712798296944997,0.4708524338461426,0.7249925680407845,0.5515876155907474,0.8948468005075741,0.2639251249918198,0.4036741166622823,0.017731073000579568,0.6013034951866124,0.5399254918000568,0.34980067879862065,0.35441710105614527,0.2592204298972508,1.0391645906924885,0.6925806245779217,0.7092540305287109,1.0548556564286586,0.7489802006607452,0.5931337313674134,0.2827016791842616,0.43532060826826086,0.1961456081899062,0.6286406658317547,0.26278340189117055,0.1294721390973194,0.31366446048927377,0.595338795356216,0.0831400626885627
E3.52.3434,0.751990064671602,0.7755038184503776,0.6813651931714932,0.1865203044124765,0.13386989019606296,0.5828495694773607,0.10431873214134635,0.49706016959459565,0.38051544612143373,0.3239154804365131,0.8123479491807635,0.19417477139118128,0.8923972513675753,0.4147727083276737,0.6227015182454809,0.5135113556161842,1.0003895721340983,0.2996023574143619,0.6616770987279296,0.0377078965132073,0.7155571752154062,0.41485609946838,0.377501965511023,0.5144838972754481,0.40057643391624675,0.9188677593812724,0.6901271938002927,0.8348026474566069,1.0415278184785515,0.8036139715751781,0.4232611367099439,0.13572693039056935,0.594732009289191,0.6644727830927302,0.15189088549073418,0.5032258163309968,0.26684528866805485,0.3367614215513365,0.13333429784120632,0.21064463719730656
E3.53.3436,0.927429185140328,0.8986056297522195,0.700340809319878,0.37709844889587696,0.3029165926446602,0.5384814382379772,0.25717117492885694,0.433560359736009,0.7014546329606253,0.49092352128302497,0.23521019906353005,0.22355415285678257,0.6975676859833291,0.5386175631866501,0.8113912062470687,0.6194255768445158,0.9268444205725807,0.36903796337402506,0.6191320307430429,0.07868559691968202,0.6555183402902001,0.4639852224923343,0.11016549828972323,0.4794417923100217,0.40762714038283543,1.0782391944082155,0.677877528853276,0.6407773543392074,0.908063976573788,0.20356742425271046,0.32640149366113674,0.31624612352021975,0.27121298489977463,0.396135093868566,0.4971846964710549,0.39357083665519055,0.3154385112665433,0.3379219999373615,0.40041150802706615,0.3727650220496743
E3.53.3437,0.8934057099068804,0.7361856030318384,0.6897635200219132,0.34706754466659406,0.10252042453794202,0.4673269190196322,0.014598917971713114,0.5282805200375966,0.2809023263759421,0.4493417703051495,0.6784032724289708,0.2112128647630529,0.8255323015958336,0.47778128698859923,0.7098933185009842,0.5606874697064326,0.9062714714067368,0.139129726322622,0.4591701896708137,0.06344756629203036,0.4296007766923234,0.7304735151971757,0.11533434001519069,0.4666209021261223,0.4014809153398942,0.7787451223915348,0.7727586109532141,0.5386912220752799,1.0063117040462597,0.7895920111468117,0.19730939026792021,0.3403339920936894,0.5970496672453267,0.21586308926370829,0.6237493817124115,0.6632393658198082,0.28167703959853096,0.6430796577953111,0.5206651932364911,0.3465012063604713
E3.53.3438,0.8875096751250271,0.8569021388724815,0.6383607228884969,0.35124643859069626,0.3159420125940612,0.2665943812589884,0.11626040455348527,0.2634179674773596,0.18221199840692276,0.5520745442079198,0.10741563588783601,0.4240268138605241,0.7187704670146086,0.3837825263635676,0.88839173384505,0.6244988650140089,0.9282343058498725,0.4109560953621467,0.5053635363055935,0.0823845158919848,0.4792847525891438,0.48621683118068576,0.12342666613794781,0.4806660548222036,0.39093079791006524,1.0531391741991147,0.6990823478469546,0.6878643586909113,0.8661698555886638,0.7714559124093923,0.7076908773190809,0.32595536574681316,0.6905466709733845,0.2511125029845237,0.6665247823810835,0.6069841259502698,0.40090735732733757,0.32743827981423723,0.42490413205923405,0.055352899799003916
