,Pyruvate_Cyto,Acetyl-CoA,Glutamate_Mito,Glutamate_Cyto,2OG_Mito,Oxaloacetate,Succinate,Asparate,GSH,Glutamine_Mito,Glutamine_Cyto,Succinyl-CoA,L-Cysteine,G3P,Malate,Citrate_Mito,Citrate_Cyto,Lactate,3PG,Glucose,GABA,ItaconicAcid
E3.2.455,0.4239407342917719,-0.37430064774717886,0.2596681228827413,-0.1467556023749063,0.11112965613112058,-0.36559693219075695,0.0374611614309292,0.03822156179837833,0.045314184932503276,0.47541560247261716,-0.7123472122543327,-0.3023262399253206,0.12501303218996795,0.2522465620491825,0.4009296029888371,0.716195193518497,0.03697408869348118,0.5536455531969608,0.13346259620828882,0.04120124912137202,-0.2486180433182612,-0.189052907069716
E3.2.467,0.241140687180256,0.09984286549803811,0.7523427883535767,-0.7272309994836679,-0.22611489624533032,-0.3223732817852041,-0.4495801675144732,0.4583184829456355,0.30179013866015125,0.16176308923282567,-0.046024109953745285,0.22969620473425723,0.062354647415965414,-0.15975514236448368,0.508168773452981,-0.1726743579327798,0.23520855766147747,-0.2040042641519344,0.02005800517767456,0.04331729681181007,0.3021571576542883,0.5889051710615103
E3.3.456,0.09788744947490152,0.13762308984270594,0.2070836205153406,-0.6082850381964593,0.0866821350833746,0.026789808667689763,-0.335996657662082,0.4110963803931882,0.613876777893533,0.4753436359008669,-0.31354718940899584,0.0004263076980463576,0.036788068199309576,0.24419495671075053,0.319206982231029,0.19234289034657073,0.4257255543821191,0.31662572697267155,0.2776503561198937,0.042919165362705236,0.40949712128006344,-0.49995449611263076
E3.3.457,0.1424728138314104,0.449194019450316,-0.14467437596566463,-0.598180926365691,0.053976787474768674,0.47726662487778004,0.20130145844246353,0.19463617526204124,0.07915617127885788,0.4288599055423189,-0.45847148326538345,0.021346117272950688,0.1452371693985226,0.11780237761121559,-0.3731617942879798,-0.055887759325356556,0.29520119555302826,-0.03924682654527972,0.1444874875043612,-0.12281254365439886,0.16265364661988596,0.117979348974588
E3.3.458,0.38064024792904816,-0.04708515542819991,0.5512530532370636,-0.19718927540812903,0.5548274608043597,0.24657921370751967,-0.14203553217543083,0.010084830531403827,-0.012799586465946367,0.38714599065272404,-0.2894926010240966,-0.1472633367422576,0.41597657915601355,0.06868747838386197,-0.004215049527031223,-0.22246068176162803,0.14506081708612267,0.4962965553001685,0.23416475906246192,0.1769555817726538,-0.03582290012650932,0.13134318655549237
E3.3.459,0.04402038128759417,0.07540957828246861,0.3023217027369999,-0.24843946326213834,0.00013290664090792603,-0.6748696249324241,-0.40614542809573606,0.09192446094882205,0.19787086262365827,0.08496690395783091,-0.10001320782917145,0.21519643417988957,0.3701661565161505,-0.01135170816693054,0.2586196007527596,0.1717219795339995,0.2782860061779001,0.21340714593537555,0.005646657973380265,-0.04430961786107801,0.4295818419245882,0.1962076928764058
E3.3.460,0.466624570449588,-0.2905202769878395,0.09796167967126693,-0.12778083350840846,0.6000509665845573,0.28291721946832693,0.001941718536339343,0.015819377696817363,0.2608542696436006,0.0987552259960931,0.034658437041232615,-0.5534555580360088,0.19295551484239615,-0.027622874496492478,-0.0617469097240054,0.32944645568916264,0.19907063193223482,0.3536964532021486,0.22997978305481004,0.4121062613136661,-0.002727708223105779,-0.25984103544529635
E3.4.462,0.0692098056621748,0.2954000077066099,0.5824269392999044,-0.2729403589311219,1.0426185292833536,0.26107793453314754,0.41772111169564385,0.32729484361448363,0.36741845802704765,0.07513260634114105,-0.5321970101922142,-0.49230925060744324,0.14679454610357678,-0.09062418898696778,-0.4778018294056662,-0.13884328286990938,0.17398848798713457,0.515203180507608,0.24732508536792197,0.04372130926239759,0.0878384513391931,0.195262517632701
E3.4.463,0.6064285348930872,0.012145309855272513,0.56790537334921,0.0647438810044697,0.6081842346845957,0.101259915095816,-0.6114296983022067,0.06659438135840956,0.20141312288061586,0.17259438703380503,-0.9468697765597467,-0.5774706818712325,-0.032278857130683236,0.15823382165775557,0.4984855620362245,-0.41400903286734747,0.14755919884572694,0.2205953548359721,-0.03117841339656391,-0.02659813461442173,0.5205771476399033,0.3678748706799018
E3.4.465,0.46782072909138495,-0.15491311054431484,0.6056739021613278,-0.07658094364598017,0.5754534413713829,0.03101496768934775,0.06212066651384343,0.14359774257981092,-0.16829919099655738,0.16198452437698818,-0.8327852030850127,-0.5275190426324172,0.4166467669002252,-0.11869225187456761,-0.09285970464061227,0.5323389877420399,0.23946832992128916,0.6914660642261593,0.029673470882392916,-0.08279937975379914,0.12496056937204053,0.03670118442567305
E3.45.3374,0.8287379774057262,-0.054448556317928554,0.17586673930880417,-0.2032671144544827,0.149509791564021,0.3826746931231652,0.028341171520163966,0.2929923034631274,-0.09458015740987014,0.3732129374276588,-0.2766653583541189,-0.23733095382091907,0.16646403672398924,-0.07676928866962085,0.0694953680714902,0.20512284150889631,0.05543369391538666,0.23767329266614123,0.14315893305108013,0.2854564009466799,0.0033984234961912108,0.25338526819991014
E3.45.3375,0.12663693165467432,0.14051486502786958,0.42646931030662316,-0.3283665814322855,1.0487916890216393,-0.021289179435209915,-0.3005610943461556,0.41483115492493156,-0.1407367630680012,0.30036422631697657,-0.34120319522985065,-0.33176194502951,0.24204581755056703,0.1300055905617713,-0.09401795132275437,0.35022894613214584,0.011686179386649731,0.40006708483205383,0.11188800454492909,0.2776933726570534,0.3308436150770282,-0.159358107267754
E3.45.3376,0.0646491561732159,0.25674654691277654,-0.011396071168264632,-0.3136775220167709,0.9538712723736087,-0.02723777372890046,-0.09490816092423393,0.24657953204801322,0.09002687376178709,0.4391729722583835,-0.18654357893448648,-0.17465026230421088,-0.17005808260670474,0.014996723705820447,-0.08062106383831003,0.5214801809931903,0.05156974584402757,-0.07248045466376271,0.19258883921207648,0.27907614806637726,0.2005664250990003,-0.043131604271424595
E3.45.3377,0.5284806507514761,-0.38702011803151726,0.5934977253806645,-0.228681626180745,0.19310358022479102,-0.34120616484883626,-0.33833595528748134,0.2867753464909747,0.050254992237186435,0.36062885554016,-0.005366518258622888,-0.3060148460156345,0.11048653014746612,-0.039452819702702674,-0.05849276337698461,0.4348964841982781,0.10314042803841988,0.34688959272361053,0.07518514501185436,0.17800832288088886,0.2512496076370031,0.5573191590711211
E3.45.3378,0.14315629069582325,0.1260679742861021,0.5697129968124865,-0.0392365931522716,-0.30256107711761926,-0.15898854912635774,-0.27624848868593715,-0.02833786377873835,0.08137217626457605,0.3573581393837505,0.06866379578300996,0.15777588320050748,0.19643055046915425,0.25819918853078966,-0.035292360869636163,0.2185466632980943,0.2868692126619558,0.19763687090215282,0.21114811553618085,0.19169469475643397,0.4472087372113479,0.08030952535284441
E3.45.3379,0.14779497661695623,0.1620298990397575,0.46377285043329247,-0.3698962365798314,0.0074552881610128185,-0.2574967194483524,-0.7053342726279919,0.1001565875856516,0.19126882555403735,0.3424119756538786,0.1299076976655078,0.05373314010808666,0.16699880029888958,0.17334449927591233,0.6370383157892395,0.5559432434591327,-0.026514065743249382,0.320036174956416,0.1391495006738384,0.3396294883508333,0.16713637495199873,-0.16714332241039642
E3.45.3380,0.1992594789453776,0.3914603792602041,0.8786793084219898,-0.42064455543416607,-0.026629083351658145,0.5735073248954206,-0.3961693078526993,0.17284316669753907,-0.050062360982029985,0.35712740000112597,-0.35991108892450074,-0.2700032994894479,0.22029372958345284,-0.009440805411596365,-0.2697298144413025,0.25295907226469816,0.10224205689402427,0.2237297932799967,0.13918096908581512,0.2896612805724821,0.3676701741512268,-0.02898582858375276
E3.45.3381,0.2961502418699384,0.15507587052722704,0.37855681869711255,-0.05414406319764925,0.8666866189830733,0.3080589769619039,-0.4000723531536232,0.3059800194533871,-0.04946297869801064,0.3858788446178931,-0.32873245619346614,-0.3359318959319938,0.1318073295938592,0.13097492790532955,-0.0014614075228490675,0.23880574927869186,-0.026186236173601607,0.3483222236099072,0.1752350148589505,0.19707034188981654,0.13963350356172916,-0.08172331744344236
E3.46.3382,0.3839802418508833,-0.016045493010295786,0.5698565373321574,-0.02878584911174653,0.5611479034144526,0.262969676971228,-0.7627643588010505,0.2814525308779833,0.023157215316520485,0.34124588296875014,-0.48220358016221077,-0.2914101556128804,0.3566371767432847,0.06464262397697063,0.18106899025600595,0.07960902649129933,0.21908908384093176,0.09091880373410355,0.2159068473010028,-0.03266204338948597,0.28293495593903356,-0.08125190246414471
E3.46.3383,0.3748455322697022,-0.04349040928810388,1.1301865106803053,-0.3052498514037533,0.7315957694727659,-0.1758018463226787,0.12647241063753345,0.06066248551523587,0.020539149292729875,0.07385168431593858,-0.43864293069879146,-0.3305884059622275,-0.001419374366617987,0.11236342767686514,0.03339848929292588,0.27239127643254707,0.06782423536937532,-0.01950907341553121,-0.057463111529421296,-0.030221952740670632,-0.06785160341820484,-0.12180688828227992
E3.46.3385,0.12596816601098107,0.34520508590735133,0.45414028534139445,-0.18094128777166424,0.025434547399981022,0.5452585102668634,0.19563494028774725,0.6616049705734446,0.4632593004710994,0.48618880716178525,-0.36119523358491323,-0.11923361503219267,0.10895957760335684,0.30229236251433583,-0.5060660444308951,0.2772497727301008,0.014950889522252153,0.017678389958867224,-0.10344453146387411,0.11714891077869127,0.05931378077154886,-0.2215958445088057
E3.46.3386,0.5021920836134411,-0.5055033301710206,0.6424802991759734,-0.18976777555864455,-0.23277797085941593,-0.4285738934294473,-0.3472361894142846,0.22162348704180723,0.07816736931609292,0.4440311447237416,-0.4044986875428924,-0.04245475901299334,0.1686526672475166,0.2242094013501964,0.16361367643777858,0.8508111849514481,-0.02520862594891715,0.3321131141390059,0.16831437770778968,0.15597849999768698,0.1716248832136919,-0.017214831196336156
E3.46.3387,-0.10689529368452227,0.5925335256579369,0.32263631130344117,-0.4323304242242233,0.37630624378788935,0.44337286373190554,-0.6765230205111495,0.3922308078656953,-0.22032701273263705,0.528787343843311,-0.3583718440542515,-0.16183831019541195,0.1611195364329051,0.10048594827159402,-0.11759495277922005,-0.08737982518394588,-0.07289839612581867,0.028079546418000867,0.031256646118922704,-0.004781410385719331,0.3563500799524597,0.328250831037613
E3.46.3388,0.04242203293465502,-0.26914749733780435,0.43918106029681686,-0.21063328323035774,0.5117833661220144,-0.6709471269523415,-0.21299997243860244,0.35066986005125134,0.1769290805690742,0.4707874138998943,-1.0287681576492038,-0.33171196028270383,0.17606685928020083,0.1483865605629648,0.5647048052229365,0.1487062590663422,0.29421391137695324,0.6234386988645171,0.08292011130936783,0.09818956298568315,-0.05690582697869426,0.4944463822508486
E3.47.3389,0.05134455117711245,0.25207103003825104,0.33985841960690816,-0.19980325766757473,0.4630216527560074,0.10837562207938028,-0.6750345575640084,0.373176828233029,0.17692326860272733,0.5175394899583924,-0.3454349725032241,-0.008562231361068373,0.1653658896912663,0.03569814961301876,0.14484942048509833,0.10702089201722911,0.17586247530639224,0.15050896740873748,0.137272737160116,0.2785097364946787,0.1812910795070357,0.28284211356812355
E3.47.3390,0.3440203646371749,-0.34952494812115775,1.112618547093347,-0.581728022511163,0.28308421108642573,-0.5875818547147479,-0.489461294124616,0.31464007053364546,0.1251996346285692,-0.07963306860226904,0.1455359968325639,0.12929423620038366,0.36571274070337834,0.19635444632743393,0.19935389463821385,0.5505663150768066,-0.0026635288741375107,0.37688192028802725,0.24682982850087387,-0.2351948158826893,0.5399542668193622,-0.013437784521173252
E3.47.3391,0.22230348993482213,-0.05803239336726232,0.6678081212760099,-0.2907959050033475,0.2136425147879805,-0.42765002817492237,-0.3593765180429937,0.3364703827742688,-0.12997826189010397,0.13479893098064089,0.050900159615125284,0.22892380370026702,0.2002172054419058,0.2878930700657549,0.19782601624489526,0.926504896626212,0.021498716385757066,0.15800312925856536,0.15410127629985065,-0.18367868310993707,0.06404735934741651,-0.5124336404424858
E3.47.3392,0.6257068381863771,0.06443066018426946,0.2715616698620751,-0.2113355170389683,0.5680549969356294,0.4422740411492364,-0.11616945755410399,0.29015552809990564,0.24178326493410895,0.43539433616823975,-0.5497733282044314,0.04382729620957365,0.17404512859637522,0.21987167347397163,-0.0028185171417237642,0.2437192701355072,0.15408574824003274,0.024158722235966948,0.019748176065440326,0.246690255761418,-0.21076615229746506,-0.010200757559098994
E3.47.3393,0.3028754672492942,-0.3291187474129661,0.4972211841344227,-0.1604268152970218,0.0699242529090891,-0.4452930246791512,-0.6706761030180421,0.337208804281978,0.22811581148248883,0.19931838375258526,-0.7715689773898516,0.05397453725745793,0.13092754913886484,0.14141037853349414,0.38749486140713174,0.7505391423834393,0.09919689505584878,0.3604717960204943,0.0048172860983997645,0.17937526993834418,0.2281927363099745,-0.23589004966840804
E3.47.3394,0.12477084337224548,-0.20907759004546844,0.06287427018463809,0.16342796431024156,0.4845740170111642,-0.4997735622971083,0.3187079298883859,0.3641911579453029,-0.3550458869488101,0.49347856210488017,-0.47658349349594165,-0.03554613409489403,0.31351377643317824,-0.027934140203744573,-0.14516042569094212,0.5880857038107941,0.07637382406263776,0.04670173788481416,0.20048880610486008,-0.02988272909871681,0.2200859909833106,-0.06598307692265884
E3.48.3396,0.15159839909554285,-0.08124455490311983,0.689366242866837,-0.35519328034317027,0.33371904851170725,-0.12480229804553655,-0.2579571483633568,0.3385269965760806,-0.17490945838709027,0.3465476428845644,0.18575059176237185,-0.4098729268953999,0.38598740651390173,0.2628139108017292,0.0926398769145132,0.5474988319613492,0.03358689669773757,0.040600207752548356,0.20515568613070162,0.06878891484447591,-0.10075783155136891,0.22620828478116833
E3.48.3397,0.4015589338838136,-0.22430375038239103,0.8028363813384785,0.04522390538203003,-0.06698767408412398,-0.45243114288370984,-0.5657715457359548,0.31405455615804545,-0.19465667834399603,0.3970570828233858,-0.09448117936873135,-0.02033238780616159,0.31917927280472413,0.22469272222093573,0.47903401486150415,0.42920584824345637,0.16450753489033137,0.06250761147591646,0.03505286979714434,0.3290925851482529,0.18434808288095178,0.27123642271878723
E3.48.3398,0.2420500461653829,0.20472562185402593,0.38182997613882047,-0.3794298907057951,0.17144802780944168,0.43953741825592163,-0.2382484723142727,0.32732792874205235,0.1438363161047309,0.31760765590232276,-0.5091149426098359,-0.258293900011398,0.15837306392722839,0.2663344089909282,-0.40058068539239944,-0.10993982815757915,0.2732769918331913,0.31352091441746555,0.1738101450820293,0.09662052413162592,0.34101097057243557,0.32595026220057977
E3.48.3399,0.5332116108548156,-0.1676444053110302,0.7376894531943319,-0.1727426558402645,0.12005655939364374,0.2659312431231348,-0.2400420167406361,0.28045226839773063,0.18495533859200464,0.31721748344608514,-0.43813792158466625,-0.068800100079772,0.15500838633770153,0.32473392996080586,0.010435987573616079,0.37182223958355404,0.09005153301896973,0.4101656450448171,0.21301791550511973,0.1376931682347694,-0.09849833200580513,-0.25593453716741743
E3.48.3400,0.30517113847862704,-0.08880376278433316,1.128435528445685,-0.1955279577623712,-0.8309394462290105,0.19087466796614516,-0.40477364738277516,0.03552168908972461,-0.05983237565698196,0.02408967911403337,0.012790676460690653,0.25908634976878014,0.20706360957773118,0.29759731070842127,0.11169172984306425,0.7480533324656764,-0.05412421533900624,0.12017730348393768,0.23818858373956575,0.18278140464517267,-0.13733014507328428,0.05973482496165061
E3.48.3401,0.3412455175815593,-0.1782588135545239,0.5047240230339258,-0.5509310744400664,0.4022214937193659,-0.04474213688559048,-0.0005730358859154516,0.04822170058502425,0.23341421540119023,0.45415785926310503,-0.7877360089571877,-0.2907148635686651,-0.22452140034427714,0.1452531171622074,-0.3384942239127102,0.02587056654941719,0.34127125907968825,0.10848231635864058,0.22066724439141427,-0.10615777787541425,0.09349749087822101,0.02977035410734552
E3.48.3402,0.4754344817957655,-0.16175575294219835,0.2435648460711049,-0.3674415665319727,1.2362673924757255,0.17383603546231635,-0.20885733568527365,0.3581720874205624,0.0943153121509751,0.4076193112034219,-0.08600439493122669,-0.3901048390409002,0.07646795898616099,0.27100347064342245,-0.3214236746633355,0.33039443416346176,0.17178586122463613,0.36335653040810917,0.012842895557976186,0.05949942745985526,0.2505494137196599,-0.6000958130879532
E3.49.3403,0.48517417404752833,-0.25068042959174314,0.16092652267435875,-0.2333855929021631,0.7957573953166922,-0.2026452322526232,-0.2838949611394576,0.06625914634499137,0.29894046017101517,0.42882182167784233,-0.24664650364680718,0.05478402213268457,0.36944862313101556,0.29278709182896395,-0.031085218511572643,0.3349899211327101,-0.09438733312615638,0.06391419033310025,0.2517813372536227,0.14165363264408337,0.17812904426020926,-0.10287704649340472
E3.49.3405,0.6336305055004023,-0.5149566309878474,0.6783454305700981,-0.4473169001668379,-0.6694918120954388,-0.14110496754735535,-0.5076827624538809,0.0389450768484665,-0.08094690274382899,0.05896403222938362,0.5029133740514906,0.12959848455898246,0.1317155394520788,0.06748479807273566,0.1496716893607169,0.4454424005309634,-0.043194275733805465,0.16808391960589353,0.03312407032159703,0.40643572723289056,0.020656540545604618,0.5197935222465375
E3.49.3406,0.6811353780558325,-0.022765002138908086,0.30902315622358695,-0.2499374043839307,0.2845883948757054,0.3266552249866435,0.03994820496166286,0.3972144381198442,0.17543738350674742,0.44424838663036137,-0.24918132269666282,-0.09810641689687292,0.25527777568504184,-0.16767576925902378,0.15345298061894885,-0.3065464066169229,0.2022218441728186,0.419147761433112,0.2678435105508118,0.09405470083712575,-0.2633546098689985,0.22022262370487802
E3.49.3407,-0.04878622566468993,0.30353201517855344,0.5772416201709814,-0.26755463702700355,-0.003997719151465073,-0.12245303236872757,-0.18262296589876356,0.029982056768833053,0.011586223769876947,0.15018858828757398,-0.2316378982699936,-0.4239310332377223,0.03745283682149647,0.1610643108255416,0.14219228544414064,-0.22835531956270727,0.26199142987425555,0.13143093757157456,0.24234210278491664,-0.2542493709447001,0.39015954745544845,0.0017862107466030952
E3.49.3408,0.6593016287759983,-0.3506917313127623,0.28845498157909044,-0.036766303635243414,0.36181669674937345,-0.13732467198375248,-0.0881543658401221,0.2021240457293118,0.048720869652511545,0.08771878247385267,-0.7531241988270908,-0.18131055017525205,0.07175044294288457,0.32908289730427487,0.36010339827191834,-0.13365529442871846,0.28660874778419354,0.5236810839437638,0.09348775663213693,0.013922713755424088,0.04494837556143927,0.5666207222111163
E3.49.3409,0.0909914919192433,0.43172742872479153,0.496427978596427,-0.31375118354743636,0.23877004543925368,0.5234718543146876,-0.2998546340815228,0.3325666825666219,0.1288541270472059,0.3642548106415888,-0.4872176552329346,0.23543508823050263,0.37226582537859526,0.14000506143073743,-0.5176631319151346,0.19633941492764712,-0.05637453532007247,0.25335793167594195,-0.08234864799233305,0.2587714665361194,0.2562015049413042,-0.08043810874613344
E3.49.3410,0.22054917954809217,-0.1591566380134699,0.8417624787099937,-0.4294546420616622,0.6544271019826309,-0.45068201742856884,-0.11555987510671492,0.3156958104878253,-0.39056724300508106,0.19957004204399253,-0.2920218277558253,-0.37037240225265716,0.24233553778994898,0.180816298406386,0.41870576159922046,0.7279694387672064,0.06924083415338134,0.18055481997746464,0.1170723648880248,-0.1956622196034038,-0.21780541091158453,-0.3912396450738491
E3.49.3411,0.2121708472288379,0.1681476788751548,0.47235727254236537,-0.28920211007391156,0.8876777376179379,-0.29369785458954023,-0.6351281543363232,0.3522910384036565,0.6465577480211852,0.45184323028315565,-0.5728465047154592,-0.3321523660152858,0.4210300674192916,0.10575807498894418,0.6792696918226747,0.18333187394672518,-0.004918184536462034,0.04205192088284543,0.16026270354290395,0.32622143468244025,0.3115421582035277,0.05206133046541572
E3.50.3412,0.757926240055073,-0.6335295035495898,0.7679434713942394,-0.519144811871336,-0.28948790115868583,-0.06830823637655478,-0.44709644173493623,0.39917153809330097,0.6129608737923398,0.47369289189861685,-0.1112880004702489,-0.054579539682549805,-0.32594551863278337,0.07065677971424927,-0.3832822456801479,0.5036065086525656,0.31145102444428574,-0.008531574816447202,0.09327818129255072,0.08604940247812076,0.30660212502185336,0.08047753635219601
E3.50.3413,0.44165643201392973,-0.29870694172185003,0.44539765033186146,-0.4803990033253041,0.1711860996722399,0.07979335214564587,-0.6236467518556591,-0.04403097213225028,0.2357161509750969,0.46806834092106275,-0.4180113381370335,0.11844295990023285,-0.06818448268867994,0.21002658640684968,0.2434931370818237,0.13300435656737397,0.2800934502967505,0.10794152296290169,0.27347556260710093,-0.2438264669076875,-0.018751646173660208,0.35851010492716967
E3.50.3414,0.44914420795169807,-0.2912481701435817,1.0552088547417615,-0.2886038528455125,0.20645204266254816,-0.011449535183473192,-0.46373893523850096,0.1841283439491016,-0.14006544927605136,0.06479730128168082,-0.13068416140345562,0.13612165351498323,0.11186755082307709,-0.09031594616281785,-0.2764624871285961,0.7952781213889695,0.05361193370258699,-0.08647642121442552,0.1971483387708194,0.24606505005591495,0.3034725673028168,-0.4113496390816655
E3.50.3415,0.2094811415568787,-0.23244336253054465,0.8804729441708751,-0.3798617947440793,0.47865160624317377,-0.09475817280773241,-0.5366704264224567,0.2724617310025658,0.16123850437200704,0.004230441795145645,-0.30643919646903284,-0.3704461688275561,0.2720718439118721,0.030542818722343143,0.20734380593896282,0.82097428650932,-0.15416785093375307,0.2524664224448214,0.24993387824549573,0.08194670930996517,0.1774207043921958,-0.17593086623207344
E3.50.3416,0.29659924325561793,0.15351923706925164,0.5616058915876739,-0.21580833393762716,0.7885342663643329,0.2415476260011875,0.28339332250282173,0.01783362618120618,-0.2617558399124123,0.4187376504437861,-0.11179832872987117,-0.06873055245319121,0.21100838612386452,0.28792090279596133,-0.26424911991246247,-0.18162929414438111,0.3901318295319472,-0.10713732786924669,0.14438306594417105,-0.09225263073799661,-0.22196049092949258,0.009345823684015098
E3.50.3417,0.239290793073823,0.1345295608446872,0.3630802197949494,-0.024635874363251042,-0.054095859099664745,-0.20662848627927788,-0.32125701291190845,0.5596351993153313,0.13650637521699316,0.4545069190490668,-0.688573384145509,-0.3705817101299268,0.15251170297795913,0.08035268809561075,0.10256109959816495,-0.09176835842975034,0.2528469041424088,0.37327117187542347,0.21166396157506,0.1325855288073342,0.4571192454365296,0.6060633934076659
E3.51.3421,0.5778875102737947,-0.6624181529451119,0.5958263196973251,-0.22998918913981253,1.1792987610392265,-0.4591461235539238,0.11000500307096875,0.06786828944409079,0.09788954233585051,0.1668596722645047,-0.7049583107953151,-0.4843547596844564,0.11945315243567534,0.006100487978994762,0.03677464923313334,0.9360635400073521,-0.04459212416748837,0.43082152861719036,0.07299886096536495,0.36522299498079447,0.08757828450444963,-0.5277992510149889
E3.51.3422,0.19903035513429487,0.4831750100545382,0.6571793465315479,-0.1993042381932541,0.1253731755778421,0.4039534921901343,-0.3356599528552115,-0.016493562379545315,-0.5912365585873687,0.07149604424101175,0.11553098539785478,-0.27935997211140506,0.3975514141825106,-0.019903646452055945,-0.04966517660429337,-0.14403647369500694,0.16480860106393824,0.16166626113040047,0.3216143263576781,0.19785794081789276,0.06355835690598644,0.3252542989246384
E3.51.3423,0.27386482037447,0.12709873194267912,0.20911876922304723,-0.1654564418594201,0.2938278024268044,-0.2758133031047358,-0.2786738870493284,0.3651209628319751,-0.37466072091964026,0.4996406781659606,-0.882819529061208,0.21273934443131667,0.19878091113126706,-0.07921907892243957,0.4996069648524449,0.5126761915699154,0.06993092819845981,0.3848724381659875,0.19226332652191636,0.30130097406299916,-0.09416848028047363,-0.026306155047639446
